RID,ID,Sex,BirthDate,Height,Weight,Duration,Distance,Steps,Type
105,B,M,1991-07-06,1.905,79.83,7697.353,17527.086383601756,11971,J
106,F,F,1984-05-21,1.698,54.4642,13532.932,38037.89473684211,18068,R
107,A,M,1981-04-17,1.8542,92.9864,2676.9049999999997,4389.2682926829275,4499,W
108,F,F,1984-05-21,1.698,54.4642,1683.003,4730.526315789474,2247,R
109,A,M,1981-04-17,1.8542,92.9864,464.45,4083.0769230769233,1327,B
110,H,F,1985-10-16,1.4478,70.76,3048.61,3986.5702479338843,7718,W
111,E,F,1986-12-03,1.625,52.1631,1112.1599999999999,8147.6923076923085,2648,B
112,A,M,1981-04-17,1.8542,92.9864,5276.4580000000005,10588.387096774193,8206,J
113,D,M,1939-10-16,1.7842,74.15,10113.248,16632.31850117096,14204,J
114,F,F,1984-05-21,1.698,54.4642,19184.137,53922.10526315789,25613,R
115,B,M,1991-07-06,1.905,79.83,6866.19,74827.7027027027,22149,B
116,G,F,1957-02-18,1.5542,46.26,3396.16,20215.238095238095,10613,B
117,D,M,1939-10-16,1.7842,74.15,6978.299999999999,10172.448979591836,9969,W
118,D,M,1939-10-16,1.7842,74.15,682.5,994.8979591836735,975,W
119,I,M,1999-03-12,1.778,72.57,3984.7149999999997,7240,6697,W
120,D,M,1939-10-16,1.7842,74.15,15621.279999999999,25690.86651053864,21940,J
121,E,F,1986-12-03,1.625,52.1631,13408.307999999999,33967.441860465115,21909,J
122,B,M,1991-07-06,1.905,79.83,15614.612000000001,35554.90483162518,24284,J
123,I,M,1999-03-12,1.778,72.57,8818.599999999999,84550.3355704698,25196,B
124,A,M,1981-04-17,1.8542,92.9864,6289.15,55289.23076923077,17969,B
125,I,M,1999-03-12,1.778,72.57,9417.926,55884.444444444445,12574,R
126,F,F,1984-05-21,1.698,54.4642,5012.185,12085.271317829458,7795,J
127,B,M,1991-07-06,1.905,79.83,3703.2999999999997,11715.59633027523,5108,R
128,H,F,1985-10-16,1.4478,70.76,8956.22,37710.4,23569,B
129,A,M,1981-04-17,1.8542,92.9864,11850.019999999999,19430.243902439022,19916,W
130,D,M,1939-10-16,1.7842,74.15,14685,24151.053864168618,20625,J
131,A,M,1981-04-17,1.8542,92.9864,4969.747,9972.90322580645,7729,J
132,I,M,1999-03-12,1.778,72.57,15445.878,91653.33333333334,20622,R
133,E,F,1986-12-03,1.625,52.1631,4126.076,11997.894736842107,5699,R
134,I,M,1999-03-12,1.778,72.57,12508.3,74222.22222222223,16700,R
135,H,F,1985-10-16,1.4478,70.76,4254.1,17912,11195,B
136,G,F,1957-02-18,1.5542,46.26,36.160000000000004,215.23809523809524,113,B
137,B,M,1991-07-06,1.905,79.83,7544.775,13965.986394557824,10265,W
138,G,F,1957-02-18,1.5542,46.26,6466.56,38491.42857142857,20208,B
139,G,F,1957-02-18,1.5542,46.26,9234.621000000001,19438.524590163932,14229,R
140,B,M,1991-07-06,1.905,79.83,7635.915,14134.69387755102,10389,W
141,G,F,1957-02-18,1.5542,46.26,10673.751,19158.869395711503,19657,J
142,I,M,1999-03-12,1.778,72.57,2382.975,4329.729729729729,4005,W
143,G,F,1957-02-18,1.5542,46.26,6888.32,41001.90476190476,21526,B
144,F,F,1984-05-21,1.698,54.4642,13689.76,27521.53110047847,23008,W
145,H,F,1985-10-16,1.4478,70.76,12159.252,22715.897435897434,22148,R
146,E,F,1986-12-03,1.625,52.1631,9015.518999999998,18886.363636363636,15789,W
147,B,M,1991-07-06,1.905,79.83,9414.806,21437.774524158125,14642,J
148,I,M,1999-03-12,1.778,72.57,2419.27,14355.555555555557,3230,R
149,F,F,1984-05-21,1.698,54.4642,11936.89,23997.607655502394,20062,W
150,B,M,1991-07-06,1.905,79.83,5492.58,59858.10810810811,17718,B
151,H,F,1985-10-16,1.4478,70.76,8684.075,11355.888429752065,21985,W
152,C,M,1979-04-19,1.7542,145.15,8361.390000000001,14988.276670574443,12785,R
153,F,F,1984-05-21,1.698,54.4642,8039.766,22597.894736842103,10734,R
154,E,F,1986-12-03,1.625,52.1631,896.312,2606.315789473684,1238,R
155,D,M,1939-10-16,1.7842,74.15,8466.5,12341.836734693878,12095,W
156,C,M,1979-04-19,1.7542,145.15,8091.2880000000005,14504.103165298944,12372,R
157,H,F,1985-10-16,1.4478,70.76,10098.57,13205.578512396694,25566,W
158,C,M,1979-04-19,1.7542,145.15,16524.899999999998,21757.603686635946,23607,W
159,G,F,1957-02-18,1.5542,46.26,9676.26,17368.42105263158,17820,J
160,C,M,1979-04-19,1.7542,145.15,15191.4,20001.84331797235,21702,W
161,A,M,1981-04-17,1.8542,92.9864,1680.159,3371.6129032258063,2613,J
162,F,F,1984-05-21,1.698,54.4642,4183.914,11760,5586,R
163,G,F,1957-02-18,1.5542,46.26,3584.64,21337.14285714286,11202,B
164,G,F,1957-02-18,1.5542,46.26,13648.848000000002,24499.025341130604,25136,J
165,G,F,1957-02-18,1.5542,46.26,8494.695,13663.216560509554,17161,W
166,H,F,1985-10-16,1.4478,70.76,5154.305,7530.74433656958,11635,J
167,E,F,1986-12-03,1.625,52.1631,5634.072,14272.868217054263,9206,J
168,D,M,1939-10-16,1.7842,74.15,12252.036,22986.503067484664,18734,R
169,D,M,1939-10-16,1.7842,74.15,16565.82,31079.754601226996,25330,R
170,G,F,1957-02-18,1.5542,46.26,3207.501,5757.309941520468,5907,J
171,I,M,1999-03-12,1.778,72.57,3528,33825.5033557047,10080,B
172,I,M,1999-03-12,1.778,72.57,4771.9,8670.27027027027,8020,W
173,H,F,1985-10-16,1.4478,70.76,5093.622,9515.897435897436,9278,R
174,H,F,1985-10-16,1.4478,70.76,1283.371,1875.0809061488674,2897,J
175,C,M,1979-04-19,1.7542,145.15,10796.099999999999,14214.746543778801,15423,W
176,A,M,1981-04-17,1.8542,92.9864,7660.772,19481.904761904763,10228,R
177,F,F,1984-05-21,1.698,54.4642,803.4599999999999,5886.153846153846,1913,B
178,D,M,1939-10-16,1.7842,74.15,11252.7,61743.20987654321,25006,B
179,G,F,1957-02-18,1.5542,46.26,2731.52,16259.047619047617,8536,B
180,F,F,1984-05-21,1.698,54.4642,10.08,73.84615384615385,24,B
181,I,M,1999-03-12,1.778,72.57,11524.863,68386.66666666667,15387,R
182,F,F,1984-05-21,1.698,54.4642,262.344,632.5581395348837,408,J
183,G,F,1957-02-18,1.5542,46.26,6208.64,36956.19047619048,19402,B
184,C,M,1979-04-19,1.7542,145.15,1906.65,7703.636363636364,4237,B
185,D,M,1939-10-16,1.7842,74.15,8272.35,45390.12345679012,18383,B
186,H,F,1985-10-16,1.4478,70.76,10000.282,14611.003236245955,22574,J
187,A,M,1981-04-17,1.8542,92.9864,17574.536,44693.333333333336,23464,R
188,A,M,1981-04-17,1.8542,92.9864,7974.4,70104.61538461539,22784,B
189,F,F,1984-05-21,1.698,54.4642,1462.797,4111.578947368421,1953,R
190,C,M,1979-04-19,1.7542,145.15,16234.312,23627.9792746114,22801,J
191,A,M,1981-04-17,1.8542,92.9864,7966.127,15985.806451612903,12389,J
192,F,F,1984-05-21,1.698,54.4642,13549.939,32671.317829457366,21073,J
193,G,F,1957-02-18,1.5542,46.26,500.445,804.9363057324841,1011,W
194,D,M,1939-10-16,1.7842,74.15,2721.9759999999997,4476.580796252928,3823,J
195,H,F,1985-10-16,1.4478,70.76,1707.939,3190.769230769231,3111,R
196,C,M,1979-04-19,1.7542,145.15,12807.199999999999,16862.67281105991,18296,W
197,G,F,1957-02-18,1.5542,46.26,4736.96,28196.190476190477,14803,B
198,G,F,1957-02-18,1.5542,46.26,8653.766,18215.846994535517,13334,R
199,B,M,1991-07-06,1.905,79.83,9072.087,20657.39385065886,14109,J
200,A,M,1981-04-17,1.8542,92.9864,5106.885,8373.658536585366,8583,W
201,F,F,1984-05-21,1.698,54.4642,3432.3340000000003,8275.968992248063,5338,J
202,F,F,1984-05-21,1.698,54.4642,7261.974999999999,14599.282296650717,12205,W
203,E,F,1986-12-03,1.625,52.1631,2616.536,7608.421052631579,3614,R
204,H,F,1985-10-16,1.4478,70.76,6280.64,26444.8,16528,B
205,D,M,1939-10-16,1.7842,74.15,14041.351999999999,23092.505854800937,19721,J
206,H,F,1985-10-16,1.4478,70.76,3991.0800000000004,5219.008264462809,10104,W
207,F,F,1984-05-21,1.698,54.4642,8643.849,20841.86046511628,13443,J
208,E,F,1986-12-03,1.625,52.1631,3311.532,8389.147286821706,5411,J
209,G,F,1957-02-18,1.5542,46.26,12398.265,19941.878980891717,25047,W
210,F,F,1984-05-21,1.698,54.4642,10250.52,75095.38461538462,24406,B
211,G,F,1957-02-18,1.5542,46.26,549.945,884.5541401273886,1111,W
212,G,F,1957-02-18,1.5542,46.26,2625.405,4712.475633528265,4835,J
213,D,M,1939-10-16,1.7842,74.15,2016.45,11064.197530864198,4481,B
214,G,F,1957-02-18,1.5542,46.26,7395.84,44022.857142857145,23112,B
215,A,M,1981-04-17,1.8542,92.9864,14885.115,24406.829268292684,25017,W
216,D,M,1939-10-16,1.7842,74.15,9520,13877.551020408162,13600,W
217,F,F,1984-05-21,1.698,54.4642,935.3399999999999,6852.307692307692,2227,B
218,A,M,1981-04-17,1.8542,92.9864,12583.06,20632.19512195122,21148,W
219,F,F,1984-05-21,1.698,54.4642,8987.211,21669.767441860466,13977,J
220,C,M,1979-04-19,1.7542,145.15,2938.6,3869.1244239631337,4198,W
221,I,M,1999-03-12,1.778,72.57,13491.737,80057.77777777777,18013,R
222,A,M,1981-04-17,1.8542,92.9864,6818.7,11180.487804878048,11460,W
223,C,M,1979-04-19,1.7542,145.15,11823.666000000001,21194.607268464242,18079,R
224,C,M,1979-04-19,1.7542,145.15,7131.150000000001,28812.727272727272,15847,B
225,A,M,1981-04-17,1.8542,92.9864,7394.5,14838.709677419354,11500,J
226,I,M,1999-03-12,1.778,72.57,7560.406,44862.22222222222,10094,R
227,A,M,1981-04-17,1.8542,92.9864,4494.57,9019.354838709678,6990,J
228,E,F,1986-12-03,1.625,52.1631,681.66,4993.846153846154,1623,B
229,B,M,1991-07-06,1.905,79.83,11189.64,20712.925170068025,15224,W
230,G,F,1957-02-18,1.5542,46.26,11950.289999999999,19221.337579617833,24142,W
231,B,M,1991-07-06,1.905,79.83,3815.17,41577.7027027027,12307,B
232,D,M,1939-10-16,1.7842,74.15,14004.9,20415.30612244898,20007,W
233,D,M,1939-10-16,1.7842,74.15,15786.4,23012.244897959186,22552,W
234,H,F,1985-10-16,1.4478,70.76,9667.341,18060.51282051282,17609,R
235,H,F,1985-10-16,1.4478,70.76,4698.92,6144.628099173554,11896,W
236,G,F,1957-02-18,1.5542,46.26,5934.447,10652.046783625732,10929,J
237,H,F,1985-10-16,1.4478,70.76,7262.099,10610.355987055016,16393,J
238,E,F,1986-12-03,1.625,52.1631,5896.008,14936.434108527132,9634,J
239,B,M,1991-07-06,1.905,79.83,11685.765,21631.2925170068,15899,W
240,E,F,1986-12-03,1.625,52.1631,7211.196,18268.217054263565,11783,J
241,E,F,1986-12-03,1.625,52.1631,12548.866999999998,26288.27751196172,21977,W
242,C,M,1979-04-19,1.7542,145.15,2086,2746.5437788018435,2980,W
243,G,F,1957-02-18,1.5542,46.26,11360.096,23912.56830601093,17504,R
244,I,M,1999-03-12,1.778,72.57,5305.299999999999,50865.77181208054,15158,B
245,F,F,1984-05-21,1.698,54.4642,4256.035,8556.22009569378,7153,W
246,B,M,1991-07-06,1.905,79.83,10115.07,18723.809523809527,13762,W
247,H,F,1985-10-16,1.4478,70.76,6704.34,28228.8,17643,B
248,A,M,1981-04-17,1.8542,92.9864,7600.103,19327.61904761905,10147,R
249,D,M,1939-10-16,1.7842,74.15,4704,6857.142857142857,6720,W
250,E,F,1986-12-03,1.625,52.1631,10411.344,26375.19379844961,17012,J
251,H,F,1985-10-16,1.4478,70.76,2758.118,4029.7734627831715,6226,J
252,D,M,1939-10-16,1.7842,74.15,5386.9980000000005,10106.748466257668,8237,R
253,D,M,1939-10-16,1.7842,74.15,8181.599999999999,11926.530612244898,11688,W
254,E,F,1986-12-03,1.625,52.1631,11333.207999999999,23741.626794258373,19848,W
255,E,F,1986-12-03,1.625,52.1631,4513.5,11434.108527131784,7375,J
256,C,M,1979-04-19,1.7542,145.15,6858.900000000001,27712.727272727272,15242,B
257,A,M,1981-04-17,1.8542,92.9864,15489.227,31082.58064516129,24089,J
258,G,F,1957-02-18,1.5542,46.26,5125.12,30506.666666666668,16016,B
259,B,M,1991-07-06,1.905,79.83,1833.825,3394.5578231292516,2495,W
260,D,M,1939-10-16,1.7842,74.15,4077.9,22375.30864197531,9062,B
261,E,F,1986-12-03,1.625,52.1631,5646.619,11828.947368421053,9889,W
262,F,F,1984-05-21,1.698,54.4642,9129.119999999999,66880,21736,B
263,F,F,1984-05-21,1.698,54.4642,15170.119999999999,30497.607655502394,25496,W
264,A,M,1981-04-17,1.8542,92.9864,1656.368,3323.870967741935,2576,J
265,G,F,1957-02-18,1.5542,46.26,8632.305,13884.554140127388,17439,W
266,D,M,1939-10-16,1.7842,74.15,14657.232,24105.386416861827,20586,J
267,E,F,1986-12-03,1.625,52.1631,7750.259999999999,56778.46153846153,18453,B
268,G,F,1957-02-18,1.5542,46.26,12308.181,22092.59259259259,22667,J
269,G,F,1957-02-18,1.5542,46.26,4921.28,29293.333333333332,15379,B
270,A,M,1981-04-17,1.8542,92.9864,8081.884999999999,13251.707317073171,13583,W
271,C,M,1979-04-19,1.7542,145.15,8802,35563.63636363636,19560,B
272,G,F,1957-02-18,1.5542,46.26,11978.593,25214.48087431694,18457,R
273,B,M,1991-07-06,1.905,79.83,6884.601000000001,15676.427525622255,10707,J
274,A,M,1981-04-17,1.8542,92.9864,15280.789999999999,25055.60975609756,25682,W
275,D,M,1939-10-16,1.7842,74.15,648.632,1066.7447306791569,911,J
276,E,F,1986-12-03,1.625,52.1631,10876.979,22785.885167464116,19049,W
277,G,F,1957-02-18,1.5542,46.26,6567.68,39093.333333333336,20524,B
278,G,F,1957-02-18,1.5542,46.26,6939.84,41308.57142857143,21687,B
279,H,F,1985-10-16,1.4478,70.76,4185.8150000000005,5473.657024793388,10597,W
280,F,F,1984-05-21,1.698,54.4642,13780.851,38734.73684210527,18399,R
281,C,M,1979-04-19,1.7542,145.15,11218.199999999999,14770.506912442397,16026,W
282,E,F,1986-12-03,1.625,52.1631,116.28,294.57364341085275,190,J
283,G,F,1957-02-18,1.5542,46.26,6.435,10.350318471337578,13,W
284,A,M,1981-04-17,1.8542,92.9864,592.025,970.7317073170732,995,W
285,G,F,1957-02-18,1.5542,46.26,6767.1449999999995,10884.554140127388,13671,W
286,F,F,1984-05-21,1.698,54.4642,13936.685,28017.94258373206,23423,W
287,I,M,1999-03-12,1.778,72.57,4533.549999999999,43466.44295302014,12953,B
288,G,F,1957-02-18,1.5542,46.26,6962.3460000000005,12497.076023391814,12822,J
289,C,M,1979-04-19,1.7542,145.15,10261.344,14934.715025906735,14412,J
290,D,M,1939-10-16,1.7842,74.15,7640.682000000001,14334.969325153374,11683,R
291,A,M,1981-04-17,1.8542,92.9864,3482.85,30618.46153846154,9951,B
292,E,F,1986-12-03,1.625,52.1631,6288.912,15931.782945736433,10276,J
293,G,F,1957-02-18,1.5542,46.26,7949.12,47316.19047619048,24841,B
294,I,M,1999-03-12,1.778,72.57,10448.107,34208.42105263158,16249,J
295,D,M,1939-10-16,1.7842,74.15,8174.25,44851.851851851854,18165,B
296,C,M,1979-04-19,1.7542,145.15,14576.063999999998,21214.507772020723,20472,J
297,F,F,1984-05-21,1.698,54.4642,134.4,984.6153846153846,320,B
298,A,M,1981-04-17,1.8542,92.9864,10850.625,21774.193548387095,16875,J
299,F,F,1984-05-21,1.698,54.4642,1688.246,4745.263157894737,2254,R
300,D,M,1939-10-16,1.7842,74.15,3211.6,4681.632653061224,4588,W
301,H,F,1985-10-16,1.4478,70.76,1415.5,5960,3725,B
302,H,F,1985-10-16,1.4478,70.76,9565.715,12508.780991735537,24217,W
303,H,F,1985-10-16,1.4478,70.76,9356.603000000001,13670.550161812298,21121,J
304,D,M,1939-10-16,1.7842,74.15,7956.45,43656.79012345678,17681,B
305,E,F,1986-12-03,1.625,52.1631,6699.42,49080,15951,B
306,B,M,1991-07-06,1.905,79.83,11178.615,20692.517006802722,15209,W
307,B,M,1991-07-06,1.905,79.83,7008.7,15959.00439238653,10900,J
308,C,M,1979-04-19,1.7542,145.15,3259.2,4291.244239631337,4656,W
309,D,M,1939-10-16,1.7842,74.15,924.7560000000001,1734.9693251533743,1414,R
310,A,M,1981-04-17,1.8542,92.9864,3453.7999999999997,30363.076923076926,9868,B
311,A,M,1981-04-17,1.8542,92.9864,8927.38,14638.048780487805,15004,W
312,D,M,1939-10-16,1.7842,74.15,3950.7999999999997,5759.183673469388,5644,W
313,B,M,1991-07-06,1.905,79.83,7001.61,12960.544217687075,9526,W
314,G,F,1957-02-18,1.5542,46.26,990.99,1593.9490445859872,2002,W
315,H,F,1985-10-16,1.4478,70.76,3539.127,5170.873786407767,7989,J
316,B,M,1991-07-06,1.905,79.83,279.705,636.8960468521229,435,J
317,B,M,1991-07-06,1.905,79.83,12951.949,29491.94729136164,20143,J
318,A,M,1981-04-17,1.8542,92.9864,1025.85,9018.461538461539,2931,B
319,D,M,1939-10-16,1.7842,74.15,6772.544,11138.173302107729,9512,J
320,G,F,1957-02-18,1.5542,46.26,4732.16,28167.61904761905,14788,B
321,F,F,1984-05-21,1.698,54.4642,3443.908,8303.875968992248,5356,J
322,B,M,1991-07-06,1.905,79.83,15471.75,28639.455782312925,21050,W
323,G,F,1957-02-18,1.5542,46.26,7057.875,14856.55737704918,10875,R
324,G,F,1957-02-18,1.5542,46.26,517.44,3080,1617,B
325,G,F,1957-02-18,1.5542,46.26,1998.2400000000002,3586.744639376218,3680,J
326,B,M,1991-07-06,1.905,79.83,2958.33,32239.864864864863,9543,B
327,G,F,1957-02-18,1.5542,46.26,2634.636,4729.0448343079925,4852,J
328,F,F,1984-05-21,1.698,54.4642,8042.58,58920,19149,B
329,E,F,1986-12-03,1.625,52.1631,5877.9,43061.53846153846,13995,B
330,F,F,1984-05-21,1.698,54.4642,10820.803,30414.736842105263,14447,R
331,C,M,1979-04-19,1.7542,145.15,4843.8,19570.909090909092,10764,B
332,A,M,1981-04-17,1.8542,92.9864,8352.015,13694.634146341465,14037,W
333,I,M,1999-03-12,1.778,72.57,17325.868,102808.88888888889,23132,R
334,A,M,1981-04-17,1.8542,92.9864,716.0999999999999,6295.384615384615,2046,B
335,F,F,1984-05-21,1.698,54.4642,14180.068,39856.84210526315,18932,R
336,H,F,1985-10-16,1.4478,70.76,5102.474,7455.016181229773,11518,J
337,H,F,1985-10-16,1.4478,70.76,3151.059,4603.883495145631,7113,J
338,G,F,1957-02-18,1.5542,46.26,2695.275,4335.1910828025475,5445,W
339,A,M,1981-04-17,1.8542,92.9864,6466.117,16443.809523809523,8633,R
340,B,M,1991-07-06,1.905,79.83,2223.375,4115.646258503401,3025,W
341,C,M,1979-04-19,1.7542,145.15,616.0500000000001,2489.0909090909095,1369,B
342,F,F,1984-05-21,1.698,54.4642,11210.062,27029.457364341084,17434,J
343,A,M,1981-04-17,1.8542,92.9864,7961.099999999999,13053.658536585364,13380,W
344,F,F,1984-05-21,1.698,54.4642,3543.54,25960,8437,B
